dS	dN	dN/dS	Mouse	Ensembl
0.91370	0.24150	3.78344	ENSMUSG00000001435	ENSG00000182871
0.48640	0.01790	27.1732	ENSMUSG00000031060	ENSG00000182872
0.42840	0.00430	99.6279	ENSMUSG00000060636	ENSG00000182899
0.50720	0.10590	4.78942	ENSMUSG00000032534	ENSG00000182923
0.34610	0.01190	29.084	ENSMUSG00000032042	ENSG00000182934
0.23070	0.01060	21.7642	ENSMUSG00000009079	ENSG00000182944
0.63970	0.08350	7.66108	ENSMUSG00000003038	ENSG00000182952
0.63970	0.08350	7.66108	ENSMUSG00000070713	ENSG00000182952
0.60270	0.11320	5.3242	ENSMUSG00000091775	ENSG00000182952
0.59090	0.09070	6.51488	ENSMUSG00000073371	ENSG00000182952
0.73060	0.11920	6.12919	ENSMUSG00000100622	ENSG00000182952
0.57330	0.02490	23.0241	ENSMUSG00000056167	ENSG00000182973
0.58760	0.01550	37.9097	ENSMUSG00000021144	ENSG00000182979
0.80080	0.01170	68.4444	ENSMUSG00000002957	ENSG00000183020
0.77260	0.18890	4.08999	ENSMUSG00000017718	ENSG00000183077
0.26600	0.03790	7.01847	ENSMUSG00000042229	ENSG00000183155
0.40040	0.11120	3.60072	ENSMUSG00000022452	ENSG00000183172
1.01420	0.00180	563.444	ENSMUSG00000003868	ENSG00000183207
0.96670	0.14180	6.81735	ENSMUSG00000009291	ENSG00000183255
0.70860	0.00500	141.72	ENSMUSG00000021494	ENSG00000183258
1.69260	0.08290	20.4174	ENSMUSG00000055882	ENSG00000183260
0.61580	0.24210	2.54358	ENSMUSG00000000346	ENSG00000183283
ENSMUSG00000037072	ENSG00000183291	-nan		
0.61820	0.15880	3.89295	ENSMUSG00000048924	ENSG00000183323
0.39550	0.05690	6.95079	ENSMUSG00000040363	ENSG00000183337
0.35090	0.10930	3.21043	ENSMUSG00000046138	ENSG00000183354
0.61030	0.01270	48.0551	ENSMUSG00000032643	ENSG00000183386
1.47200	0.25420	5.79072	ENSMUSG00000020234	ENSG00000183397
1.02310	0.13040	7.84586	ENSMUSG00000006241	ENSG00000183401
0.45010	0.00370	121.649	ENSMUSG00000028902	ENSG00000183431
0.72150	0.07500	9.62	ENSMUSG00000029505	ENSG00000183495
0.43710	0.09550	4.57696	ENSMUSG00000026112	ENSG00000183513
0.43140	0.31700	1.36088	ENSMUSG00000054280	ENSG00000183530
0.49240	0.03900	12.6256	ENSMUSG00000056770	ENSG00000183576
0.89430	0.12390	7.21792	ENSMUSG00000013539	ENSG00000183597
0.68690	0.28810	2.38424	ENSMUSG00000063698	ENSG00000183605
0.83910	0.21960	3.82104	ENSMUSG00000034932	ENSG00000183617
0.63080	0.23720	2.65936	ENSMUSG00000050945	ENSG00000183621
0.53570	0.08380	6.3926	ENSMUSG00000030060	ENSG00000183624
1.62250	0.03930	41.285	ENSMUSG00000003531	ENSG00000183628
0.86320	0.02360	36.5763	ENSMUSG00000055652	ENSG00000183655
0.74230	0.19090	3.88842	ENSMUSG00000091101	ENSG00000183684
0.78310	0.22650	3.4574	ENSMUSG00000090987	ENSG00000183684
0.76070	0.18480	4.11634	ENSMUSG00000095673	ENSG00000183684
0.73280	0.16900	4.33609	ENSMUSG00000097550	ENSG00000183684
0.74230	0.19090	3.88842	ENSMUSG00000096744	ENSG00000183684
0.72290	0.17760	4.07038	ENSMUSG00000094144	ENSG00000183684
0.75090	0.19330	3.88464	ENSMUSG00000094314	ENSG00000183684
0.78600	0.05600	14.0357	ENSMUSG00000060244	ENSG00000183684
0.74230	0.19090	3.88842	ENSMUSG00000094228	ENSG00000183684
0.72290	0.17760	4.07038	ENSMUSG00000090854	ENSG00000183684
0.72290	0.17760	4.07038	ENSMUSG00000095022	ENSG00000183684
0.74230	0.19090	3.88842	ENSMUSG00000095161	ENSG00000183684
0.74130	0.20460	3.62317	ENSMUSG00000093795	ENSG00000183684
0.73280	0.16900	4.33609	ENSMUSG00000091779	ENSG00000183684
0.75090	0.19330	3.88464	ENSMUSG00000096640	ENSG00000183684
0.73280	0.16900	4.33609	ENSMUSG00000097878	ENSG00000183684
0.53700	0.02700	19.8889	ENSMUSG00000025134	ENSG00000183684
0.73280	0.16900	4.33609	ENSMUSG00000097427	ENSG00000183684
0.61640	0.12480	4.9391	ENSMUSG00000020407	ENSG00000183696
0.74670	0.03560	20.9747	ENSMUSG00000028822	ENSG00000183726
0.70890	0.03070	23.0912	ENSMUSG00000020115	ENSG00000183735
0.75020	0.05100	14.7098	ENSMUSG00000089715	ENSG00000183741
0.94200	0.05930	15.8853	ENSMUSG00000040688	ENSG00000183751
0.67290	0.01940	34.6856	ENSMUSG00000085795	ENSG00000183779
0.53980	0.02130	25.3427	ENSMUSG00000062202	ENSG00000183826
0.74140	0.10460	7.08795	ENSMUSG00000002804	ENSG00000183828
0.57090	0.04690	12.1727	ENSMUSG00000048546	ENSG00000183864
0.47580	0.05950	7.99664	ENSMUSG00000049327	ENSG00000183955
0.53610	0.11160	4.80376	ENSMUSG00000017188	ENSG00000183978
0.19660	0.00000	inf	ENSMUSG00000028788	ENSG00000184007
0.96220	0.00100	962.2	ENSMUSG00000062825	ENSG00000184009
0.40490	0.01060	38.1981	ENSMUSG00000035901	ENSG00000184014
0.39770	0.01270	31.315	ENSMUSG00000030534	ENSG00000184056
0.97440	0.08420	11.5724	ENSMUSG00000059534	ENSG00000184076
0.65660	0.01610	40.7826	ENSMUSG00000030738	ENSG00000184110
0.71430	0.10360	6.89479	ENSMUSG00000071078	ENSG00000184162
1.08030	0.15220	7.0979	ENSMUSG00000023272	ENSG00000184164
0.44490	0.09310	4.77873	ENSMUSG00000062110	ENSG00000184178
0.48650	0.08540	5.69672	ENSMUSG00000047714	ENSG00000184203
0.57800	0.14210	4.06756	ENSMUSG00000041096	ENSG00000184205
0.61910	0.04430	13.9752	ENSMUSG00000043445	ENSG00000184207
1.08840	0.04720	23.0593	ENSMUSG00000029402	ENSG00000184209
2.71700	0.48210	5.63576	ENSMUSG00000031998	ENSG00000184209
0.59940	0.11450	5.23493	ENSMUSG00000031392	ENSG00000184216
0.61480	0.02470	24.8907	ENSMUSG00000098598	ENSG00000184271
0.74890	0.09990	7.4965	ENSMUSG00000078681	ENSG00000184277
1.10740	0.22310	4.96369	ENSMUSG00000045752	ENSG00000184281
0.38140	0.19340	1.97208	ENSMUSG00000014599	ENSG00000184371
0.78290	0.04440	17.6329	ENSMUSG00000042632	ENSG00000184381
1.16320	0.04610	25.2321	ENSMUSG00000039086	ENSG00000184402
0.37390	0.00770	48.5584	ENSMUSG00000032458	ENSG00000184432
0.44180	0.03410	12.956	ENSMUSG00000022760	ENSG00000184436
ENSMUSG00000075704	ENSG00000184470	-nan		
0.34500	0.06030	5.72139	ENSMUSG00000042903	ENSG00000184481
1.01920	0.01670	61.0299	ENSMUSG00000059895	ENSG00000184489
1.01570	0.03940	25.7792	ENSMUSG00000037887	ENSG00000184545
0.62510	0.02620	23.8588	ENSMUSG00000034667	ENSG00000184575
0.63100	0.20960	3.0105	ENSMUSG00000024349	ENSG00000184584
0.37530	0.01530	24.5294	ENSMUSG00000079487	ENSG00000184634
0.94950	0.04500	21.1	ENSMUSG00000059248	ENSG00000184640
0.56990	0.12440	4.58119	ENSMUSG00000060862	ENSG00000184677
1.17900	0.00440	267.955	ENSMUSG00000072214	ENSG00000184702
0.35000	0.05180	6.75676	ENSMUSG00000020454	ENSG00000184708
0.37820	0.02890	13.0865	ENSMUSG00000024759	ENSG00000184743
0.53130	0.06320	8.40665	ENSMUSG00000020022	ENSG00000184752
0.71230	0.00070	1017.57	ENSMUSG00000009293	ENSG00000184787
0.31270	0.10110	3.09298	ENSMUSG00000079508	ENSG00000184831
0.31270	0.10110	3.09298	ENSMUSG00000049233	ENSG00000184831
0.68640	0.03730	18.4021	ENSMUSG00000058569	ENSG00000184840
0.56730	0.06710	8.45455	ENSMUSG00000048271	ENSG00000184863
0.92960	0.04040	23.0099	ENSMUSG00000002803	ENSG00000184887
1.63850	0.10850	15.1014	ENSMUSG00000044927	ENSG00000184897
1.46760	0.06150	23.8634	ENSMUSG00000020265	ENSG00000184900
0.62580	0.06510	9.6129	ENSMUSG00000096199	ENSG00000184924
0.63930	0.09450	6.76508	ENSMUSG00000031907	ENSG00000184939
1.16490	0.12500	9.3192	ENSMUSG00000033294	ENSG00000184967
0.43860	0.08490	5.16608	ENSMUSG00000022450	ENSG00000184983
1.32000	0.23310	5.66281	ENSMUSG00000059830	ENSG00000184990
1.28370	0.20060	6.3993	ENSMUSG00000064326	ENSG00000184990
0.86460	0.07610	11.3614	ENSMUSG00000022555	ENSG00000185000
0.31520	0.00220	143.273	ENSMUSG00000021824	ENSG00000185009
0.42710	0.11990	3.56214	ENSMUSG00000027300	ENSG00000185019
1.04050	0.05520	18.8496	ENSMUSG00000011158	ENSG00000185024
0.79650	0.08630	9.22943	ENSMUSG00000030539	ENSG00000185033
0.62220	0.02970	20.9495	ENSMUSG00000030538	ENSG00000185043
1.33970	0.01940	69.0567	ENSMUSG00000029111	ENSG00000185049
0.27010	0.01730	15.6127	ENSMUSG00000010517	ENSG00000185104
0.85290	0.17690	4.82137	ENSMUSG00000100937	ENSG00000185115
0.67200	0.04780	14.0586	ENSMUSG00000022556	ENSG00000185122
1.08800	0.70130	1.5514	ENSMUSG00000034239	ENSG00000185158
0.76900	0.50420	1.52519	ENSMUSG00000078632	ENSG00000185158
0.92570	0.14500	6.38414	ENSMUSG00000029504	ENSG00000185163
0.77550	0.10110	7.67062	ENSMUSG00000025494	ENSG00000185187
0.85100	0.02670	31.8727	ENSMUSG00000075590	ENSG00000185189
1.09010	0.32830	3.32044	ENSMUSG00000068631	ENSG00000185201
24.54590	0.23630	103.876	ENSMUSG00000025492	ENSG00000185201
0.94770	0.26920	3.52043	ENSMUSG00000060591	ENSG00000185201
0.78020	0.23480	3.32283	ENSMUSG00000025491	ENSG00000185201
1.29290	0.36250	3.56662	ENSMUSG00000065968	ENSG00000185201
0.95090	0.14900	6.38188	ENSMUSG00000021281	ENSG00000185215
0.66640	0.00390	170.872	ENSMUSG00000077450	ENSG00000185236
0.33900	0.02890	11.7301	ENSMUSG00000035597	ENSG00000185246
0.52450	0.05800	9.0431	ENSMUSG00000047370	ENSG00000185262
0.52040	0.05500	9.46182	ENSMUSG00000050628	ENSG00000185262
24.74480	0.82940	29.8346	ENSMUSG00000068758	ENSG00000185291
1.16160	0.19550	5.94169	ENSMUSG00000049957	ENSG00000185298
0.40070	0.01390	28.8273	ENSMUSG00000042348	ENSG00000185305
1.01940	0.01470	69.3469	ENSMUSG00000033862	ENSG00000185324
0.66090	0.18370	3.59771	ENSMUSG00000020432	ENSG00000185339
0.72820	0.06900	10.5536	ENSMUSG00000034201	ENSG00000185340
0.89280	0.03260	27.3865	ENSMUSG00000025793	ENSG00000185359
3.14150	0.08990	34.9444	ENSMUSG00000044469	ENSG00000185361
0.76980	0.11490	6.69974	ENSMUSG00000056487	ENSG00000185432
0.81390	0.12140	6.70428	ENSMUSG00000058057	ENSG00000185432
0.93830	0.08650	10.8474	ENSMUSG00000054619	ENSG00000185432
0.82110	0.16340	5.02509	ENSMUSG00000025384	ENSG00000185504
1.21350	0.22780	5.32704	ENSMUSG00000025498	ENSG00000185507
0.24920	0.02150	11.5907	ENSMUSG00000001280	ENSG00000185591
0.62680	0.13590	4.61221	ENSMUSG00000022706	ENSG00000185608
0.92150	0.00880	104.716	ENSMUSG00000033623	ENSG00000185619
0.79150	0.03140	25.207	ENSMUSG00000025130	ENSG00000185624
0.61020	0.09790	6.23289	ENSMUSG00000025487	ENSG00000185627
0.37160	0.00880	42.2273	ENSMUSG00000021127	ENSG00000185650
0.28590	0.02320	12.3233	ENSMUSG00000038965	ENSG00000185651
0.39830	0.00130	306.385	ENSMUSG00000020457	ENSG00000185721
0.52980	0.02860	18.5245	ENSMUSG00000020790	ENSG00000185722
0.17790	0.02230	7.97758	ENSMUSG00000047213	ENSG00000185728
0.44120	0.00130	339.385	ENSMUSG00000062270	ENSG00000185787
0.50940	0.08900	5.7236	ENSMUSG00000022787	ENSG00000185798
0.84620	0.07660	11.047	ENSMUSG00000030410	ENSG00000185800
0.76750	0.11960	6.41722	ENSMUSG00000022560	ENSG00000185803
0.71190	0.04350	16.3655	ENSMUSG00000025137	ENSG00000185813
0.38740	0.05150	7.52233	ENSMUSG00000002015	ENSG00000185825
0.74540	0.12530	5.94892	ENSMUSG00000000884	ENSG00000185838
0.39030	0.11900	3.27983	ENSMUSG00000033368	ENSG00000185880
0.89920	0.21050	4.27173	ENSMUSG00000068631	ENSG00000185885
1.64670	0.27780	5.92765	ENSMUSG00000025492	ENSG00000185885
0.91750	0.31640	2.89981	ENSMUSG00000060591	ENSG00000185885
1.02550	0.22800	4.49781	ENSMUSG00000025491	ENSG00000185885
1.47020	0.27920	5.26576	ENSMUSG00000065968	ENSG00000185885
0.78820	0.22850	3.44945	ENSMUSG00000031447	ENSG00000185896
0.40990	0.01290	31.7752	ENSMUSG00000032609	ENSG00000185909
0.77370	0.13180	5.87026	ENSMUSG00000022948	ENSG00000185917
1.03440	0.01680	61.5714	ENSMUSG00000092534	ENSG00000185928
0.61700	0.06470	9.53632	ENSMUSG00000030680	ENSG00000185928
0.62870	0.07890	7.96831	ENSMUSG00000027981	ENSG00000185946
0.90330	0.01920	47.0469	ENSMUSG00000037933	ENSG00000185963
1.06370	0.02260	47.0664	ENSMUSG00000031453	ENSG00000185989
1.99820	0.08210	24.3386	ENSMUSG00000036199	ENSG00000186010
0.22090	0.00970	22.7732	ENSMUSG00000042901	ENSG00000186063
0.32930	0.06140	5.36319	ENSMUSG00000030670	ENSG00000186104
1.17740	0.04470	26.34	ENSMUSG00000034902	ENSG00000186111
0.57810	0.03470	16.6599	ENSMUSG00000028099	ENSG00000186141
0.48730	0.08260	5.89952	ENSMUSG00000043923	ENSG00000186166
0.52760	0.07320	7.20765	ENSMUSG00000063382	ENSG00000186174
0.21130	0.04440	4.75901	ENSMUSG00000029642	ENSG00000186184
3.82170	0.11150	34.2753	ENSMUSG00000060708	ENSG00000186222
0.77610	0.19040	4.07616	ENSMUSG00000060519	ENSG00000186283
0.47250	0.01670	28.2934	ENSMUSG00000004455	ENSG00000186298
1.14440	0.00720	158.944	ENSMUSG00000015846	ENSG00000186350
0.59080	0.15540	3.8018	ENSMUSG00000050914	ENSG00000186352
0.55060	0.06770	8.13294	ENSMUSG00000019761	ENSG00000186395
0.22550	0.00510	44.2157	ENSMUSG00000027782	ENSG00000186432
0.53890	0.00000	inf	ENSMUSG00000049517	ENSG00000186468
0.66450	0.12450	5.33735	ENSMUSG00000045294	ENSG00000186480
0.79510	0.02520	31.5516	ENSMUSG00000028857	ENSG00000186501
0.48830	0.18020	2.70977	ENSMUSG00000018809	ENSG00000186532
0.40210	0.05590	7.1932	ENSMUSG00000034621	ENSG00000186566
0.56020	0.00820	68.3171	ENSMUSG00000009073	ENSG00000186575
0.29880	0.00000	inf	ENSMUSG00000039159	ENSG00000186591
0.48610	0.03560	13.6545	ENSMUSG00000019794	ENSG00000186625
0.65090	0.04890	13.3108	ENSMUSG00000032812	ENSG00000186635
0.70670	0.02600	27.1808	ENSMUSG00000009681	ENSG00000186716
0.84030	0.04650	18.071	ENSMUSG00000032741	ENSG00000186815
0.46440	0.07500	6.192	ENSMUSG00000048878	ENSG00000186834
1.07900	0.03660	29.4809	ENSMUSG00000020260	ENSG00000186866
0.35740	0.00660	54.1515	ENSMUSG00000035798	ENSG00000186908
1.02880	0.11720	8.77816	ENSMUSG00000051518	ENSG00000187051
0.89020	0.04990	17.8397	ENSMUSG00000010660	ENSG00000187091
0.36520	0.00790	46.2278	ENSMUSG00000058799	ENSG00000187109
0.35030	0.00960	36.4896	ENSMUSG00000028677	ENSG00000187147
0.62960	0.12130	5.19044	ENSMUSG00000039485	ENSG00000187189
2.03010	0.05790	35.0622	ENSMUSG00000031762	ENSG00000187193
0.89520	0.03210	27.8879	ENSMUSG00000075415	ENSG00000187239
1.04980	0.18790	5.58701	ENSMUSG00000002980	ENSG00000187244
0.48110	0.12240	3.93056	ENSMUSG00000039968	ENSG00000187257
0.66740	0.10280	6.49222	ENSMUSG00000006235	ENSG00000187266
0.23660	0.04760	4.97059	ENSMUSG00000047242	ENSG00000187325
0.42850	0.00440	97.3864	ENSMUSG00000014077	ENSG00000187446
0.26910	0.08650	3.11098	ENSMUSG00000094790	ENSG00000187514
0.40260	0.02020	19.9307	ENSMUSG00000026238	ENSG00000187514
0.77260	0.03120	24.7628	ENSMUSG00000025138	ENSG00000187531
0.38020	0.00360	105.611	ENSMUSG00000022710	ENSG00000187555
1.35690	0.22980	5.9047	ENSMUSG00000035692	ENSG00000187608
0.94020	0.19870	4.73176	ENSMUSG00000022210	ENSG00000187630
0.81970	0.15030	5.45376	ENSMUSG00000054723	ENSG00000187650
0.43450	0.05430	8.00184	ENSMUSG00000033813	ENSG00000187735
0.69270	0.21020	3.29543	ENSMUSG00000035139	ENSG00000187742
0.45520	0.01290	35.2868	ENSMUSG00000037570	ENSG00000187778
2.43120	0.06110	39.7905	ENSMUSG00000036181	ENSG00000187837
0.56070	0.03500	16.02	ENSMUSG00000019461	ENSG00000187838
0.37980	0.03840	9.89063	ENSMUSG00000031490	ENSG00000187840
0.33640	0.01100	30.5818	ENSMUSG00000074922	ENSG00000187866
0.69190	0.01700	40.7	ENSMUSG00000053929	ENSG00000187954
1.06130	0.00910	116.626	ENSMUSG00000078484	ENSG00000187961
0.44210	0.05300	8.34151	ENSMUSG00000050148	ENSG00000188021
0.42960	0.02080	20.6538	ENSMUSG00000050552	ENSG00000188186
1.09840	0.02740	40.0876	ENSMUSG00000025855	ENSG00000188191
0.29410	0.01040	28.2788	ENSMUSG00000048787	ENSG00000188215
0.70090	0.00780	89.859	ENSMUSG00000036835	ENSG00000188223
0.79970	0.00080	999.625	ENSMUSG00000036752	ENSG00000188229
0.59840	0.11440	5.23077	ENSMUSG00000075486	ENSG00000188243
0.49770	0.01110	44.8378	ENSMUSG00000067995	ENSG00000188342
0.44030	0.09220	4.77549	ENSMUSG00000038368	ENSG00000188352
0.41350	0.03700	11.1757	ENSMUSG00000089762	ENSG00000188483
0.86120	0.01090	79.0092	ENSMUSG00000049932	ENSG00000188486
0.58090	0.15450	3.75987	ENSMUSG00000078786	ENSG00000188493
0.27810	0.00000	inf	ENSMUSG00000028676	ENSG00000188529
1.33570	0.08130	16.4293	ENSMUSG00000069919	ENSG00000188536
1.34200	0.08160	16.4461	ENSMUSG00000069917	ENSG00000188536
0.33920	0.08540	3.9719	ENSMUSG00000017119	ENSG00000188554
0.39880	0.04450	8.9618	ENSMUSG00000037110	ENSG00000188559
0.82230	0.11010	7.46866	ENSMUSG00000006471	ENSG00000188566
0.19390	0.00000	inf	ENSMUSG00000020738	ENSG00000188612
1.39620	0.03390	41.1858	ENSMUSG00000055745	ENSG00000188636
1.42130	0.11250	12.6338	ENSMUSG00000022438	ENSG00000188677
0.59420	0.13390	4.43764	ENSMUSG00000030979	ENSG00000188690
1.10910	0.29850	3.71558	ENSMUSG00000036805	ENSG00000188747
0.54640	0.09730	5.61562	ENSMUSG00000042997	ENSG00000188811
0.45680	0.07790	5.86393	ENSMUSG00000025794	ENSG00000188846
0.65500	0.22460	2.9163	ENSMUSG00000020776	ENSG00000188878
0.11900	0.02130	5.58685	ENSMUSG00000052915	ENSG00000188895
0.40320	0.15180	2.65613	ENSMUSG00000067369	ENSG00000188917
1.22570	0.15130	8.10112	ENSMUSG00000095567	ENSG00000188976
1.59730	0.01960	81.4949	ENSMUSG00000013465	ENSG00000188986
0.56090	0.05170	10.8491	ENSMUSG00000029632	ENSG00000189043
1.04330	0.12590	8.28674	ENSMUSG00000044339	ENSG00000189046
0.37030	0.08740	4.23684	ENSMUSG00000020521	ENSG00000189050
0.51970	0.02540	20.4606	ENSMUSG00000096210	ENSG00000189060
0.93060	0.08010	11.618	ENSMUSG00000022500	ENSG00000189067
1.23120	0.02700	45.6	ENSMUSG00000039886	ENSG00000189077
0.39690	0.03940	10.0736	ENSMUSG00000033237	ENSG00000189079
0.43350	0.00040	1083.75	ENSMUSG00000033732	ENSG00000189091
2.11220	0.05170	40.8549	ENSMUSG00000057667	ENSG00000189114
0.74730	0.29800	2.50772	ENSMUSG00000020737	ENSG00000189159
0.96340	0.09060	10.6336	ENSMUSG00000042312	ENSG00000189171
0.56960	0.21470	2.653	ENSMUSG00000047514	ENSG00000189241
0.40020	0.09610	4.16441	ENSMUSG00000028675	ENSG00000189266
0.87690	0.08780	9.98747	ENSMUSG00000018040	ENSG00000189306
0.50520	0.07880	6.41117	ENSMUSG00000030956	ENSG00000189319
1.10760	0.07540	14.6897	ENSMUSG00000042202	ENSG00000189339
0.57590	0.00400	143.975	ENSMUSG00000066551	ENSG00000189403
0.65390	0.03840	17.0286	ENSMUSG00000057506	ENSG00000196072
0.59950	0.08300	7.22289	ENSMUSG00000035517	ENSG00000196116
0.73510	0.23700	3.10169	ENSMUSG00000067341	ENSG00000196126
0.55760	0.15730	3.54482	ENSMUSG00000060586	ENSG00000196126
0.74160	0.10930	6.785	ENSMUSG00000026988	ENSG00000196151
0.75110	0.03120	24.0737	ENSMUSG00000001020	ENSG00000196154
0.61980	0.01600	38.7375	ENSMUSG00000042608	ENSG00000196182
0.64830	0.05540	11.7022	ENSMUSG00000026519	ENSG00000196187
0.73620	0.13650	5.39341	ENSMUSG00000079184	ENSG00000196199
1.79580	0.59720	3.00703	ENSMUSG00000067919	ENSG00000196214
1.62630	0.56740	2.86623	ENSMUSG00000062518	ENSG00000196214
1.56030	0.59180	2.63653	ENSMUSG00000066009	ENSG00000196214
1.63380	0.63830	2.55961	ENSMUSG00000067931	ENSG00000196214
1.63870	0.57640	2.84299	ENSMUSG00000096433	ENSG00000196214
1.33300	0.55440	2.4044	ENSMUSG00000062743	ENSG00000196214
1.64400	0.60350	2.72411	ENSMUSG00000058186	ENSG00000196214
1.38590	0.56990	2.43183	ENSMUSG00000057409	ENSG00000196214
1.33660	0.56770	2.35441	ENSMUSG00000067928	ENSG00000196214
1.40650	0.63560	2.21287	ENSMUSG00000023882	ENSG00000196214
1.65770	0.58210	2.84779	ENSMUSG00000086147	ENSG00000196214
1.63810	0.57270	2.86031	ENSMUSG00000061544	ENSG00000196214
2.04840	0.63040	3.24937	ENSMUSG00000002617	ENSG00000196214
1.27690	0.60940	2.09534	ENSMUSG00000051341	ENSG00000196214
1.48870	0.60840	2.44691	ENSMUSG00000078498	ENSG00000196214
1.58660	0.60450	2.62465	ENSMUSG00000059142	ENSG00000196214
0.59040	0.00000	inf	ENSMUSG00000001525	ENSG00000196230
0.69980	0.00920	76.0652	ENSMUSG00000003435	ENSG00000196235
0.37230	0.08410	4.42687	ENSMUSG00000055795	ENSG00000196262
0.29260	0.01740	16.8161	ENSMUSG00000071866	ENSG00000196262
0.58060	0.04930	11.7769	ENSMUSG00000037851	ENSG00000196305
0.43350	0.16230	2.67098	ENSMUSG00000038212	ENSG00000196312
0.83350	0.23200	3.59267	ENSMUSG00000053293	ENSG00000196313
0.35200	0.01620	21.7284	ENSMUSG00000047412	ENSG00000196323
0.94960	0.47970	1.97957	ENSMUSG00000026399	ENSG00000196352
1.01030	0.52970	1.90731	ENSMUSG00000026401	ENSG00000196352
0.78000	0.00000	inf	ENSMUSG00000026917	ENSG00000196363
1.42630	0.05920	24.0929	ENSMUSG00000041168	ENSG00000196365
0.80280	0.00480	167.25	ENSMUSG00000045482	ENSG00000196367
0.86280	0.09870	8.74164	ENSMUSG00000027540	ENSG00000196396
0.40540	0.02970	13.6498	ENSMUSG00000021262	ENSG00000196405
0.69150	0.09670	7.15098	ENSMUSG00000022471	ENSG00000196419
0.52450	0.08110	6.46732	ENSMUSG00000028889	ENSG00000196449
0.74870	0.03980	18.8116	ENSMUSG00000071477	ENSG00000196453
0.75340	0.02120	35.5377	ENSMUSG00000032571	ENSG00000196455
1.47110	0.11970	12.2899	ENSMUSG00000007216	ENSG00000196456
0.80220	0.02170	36.9677	ENSMUSG00000007777	ENSG00000196459
0.45390	0.01030	44.068	ENSMUSG00000079317	ENSG00000196459
0.38920	0.04030	9.65757	ENSMUSG00000039824	ENSG00000196465
1.21880	0.42090	2.8957	ENSMUSG00000032680	ENSG00000196476
1.02510	0.07920	12.9432	ENSMUSG00000029478	ENSG00000196498
0.45770	0.01450	31.5655	ENSMUSG00000061136	ENSG00000196504
0.59340	0.14690	4.03948	ENSMUSG00000044550	ENSG00000196507
0.57850	0.14830	3.90088	ENSMUSG00000031409	ENSG00000196507
0.61090	0.18840	3.24257	ENSMUSG00000054034	ENSG00000196507
0.59420	0.00830	71.5904	ENSMUSG00000029466	ENSG00000196510
0.68740	0.02410	28.5228	ENSMUSG00000000631	ENSG00000196535
0.65130	0.13950	4.66882	ENSMUSG00000045176	ENSG00000196544
0.61570	0.05500	11.1945	ENSMUSG00000038886	ENSG00000196547
0.87030	0.02640	32.9659	ENSMUSG00000006800	ENSG00000196562
1.08850	0.06390	17.0344	ENSMUSG00000036606	ENSG00000196576
0.58420	0.08010	7.29338	ENSMUSG00000042292	ENSG00000196588
0.51770	0.00180	287.611	ENSMUSG00000019777	ENSG00000196591
0.86920	0.11320	7.67845	ENSMUSG00000015087	ENSG00000196642
0.37300	0.00880	42.3864	ENSMUSG00000032112	ENSG00000196655
0.59850	0.10100	5.92574	ENSMUSG00000021275	ENSG00000196663
0.33900	0.02760	12.2826	ENSMUSG00000028998	ENSG00000196683
0.65100	0.06480	10.0463	ENSMUSG00000000823	ENSG00000196700
0.55640	0.12360	4.50162	ENSMUSG00000020610	ENSG00000196704
0.84020	0.22030	3.81389	ENSMUSG00000000594	ENSG00000196743
0.62050	0.22440	2.76515	ENSMUSG00000055447	ENSG00000196776
0.44860	0.00980	45.7755	ENSMUSG00000008305	ENSG00000196781
0.21180	0.01270	16.6772	ENSMUSG00000056692	ENSG00000196821
0.70360	0.12870	5.46698	ENSMUSG00000037447	ENSG00000196843
0.39820	0.05680	7.01056	ENSMUSG00000059495	ENSG00000196914
0.76190	0.01380	55.2101	ENSMUSG00000031328	ENSG00000196924
0.54940	0.02880	19.0764	ENSMUSG00000029672	ENSG00000196937
0.47850	0.10560	4.53125	ENSMUSG00000019297	ENSG00000196943
0.74110	0.00760	97.5132	ENSMUSG00000060279	ENSG00000196961
0.65340	0.03830	17.0601	ENSMUSG00000029994	ENSG00000196975
0.62310	0.39610	1.57309	ENSMUSG00000015289	ENSG00000196976
0.48800	0.01000	48.8	ENSMUSG00000039382	ENSG00000196998
0.26900	0.01370	19.635	ENSMUSG00000030876	ENSG00000197006
0.63420	0.08350	7.59521	ENSMUSG00000008384	ENSG00000197019
0.56130	0.15220	3.68791	ENSMUSG00000045237	ENSG00000197021
0.52950	0.04230	12.5177	ENSMUSG00000062519	ENSG00000197024
0.74410	0.08760	8.49429	ENSMUSG00000070420	ENSG00000197037
0.52710	0.02830	18.6254	ENSMUSG00000018340	ENSG00000197043
0.64820	0.07770	8.34234	ENSMUSG00000026972	ENSG00000197070
0.80410	0.10680	7.52903	ENSMUSG00000023830	ENSG00000197081
0.70540	0.00360	195.944	ENSMUSG00000018707	ENSG00000197102
0.10430	0.00000	inf	ENSMUSG00000056851	ENSG00000197111
0.97140	0.10820	8.97782	ENSMUSG00000027582	ENSG00000197114
0.59210	0.02470	23.9717	ENSMUSG00000054874	ENSG00000197136
0.68510	0.09320	7.35086	ENSMUSG00000028973	ENSG00000197150
0.43210	0.01220	35.418	ENSMUSG00000001424	ENSG00000197157
0.67580	0.01120	60.3393	ENSMUSG00000020720	ENSG00000197170
0.66800	0.03250	20.5538	ENSMUSG00000022066	ENSG00000197217
