dS	dN	Mouse Ensembl Gene ID	Ensembl Gene ID
0.51340	0.01110	ENSMUSG00000010392	ENSG00000108587
0.44670	0.01590	ENSMUSG00000020580	ENSG00000134318
0.63350	0.02550	ENSMUSG00000024410	ENSG00000141452
0.38240	0.01420	ENSMUSG00000072294	ENSG00000118922
0.60690	0.07920	ENSMUSG00000027408	ENSG00000088882
0.38490	0.16790	ENSMUSG00000052748	ENSG00000116668
0.49550	0.01580	ENSMUSG00000024785	ENSG00000120158
0.84620	0.07660	ENSMUSG00000030410	ENSG00000185800
0.46140	0.18360	ENSMUSG00000028453	ENSG00000221829
0.59580	0.01870	ENSMUSG00000071722	ENSG00000186767
0.52550	0.03630	ENSMUSG00000021569	ENSG00000071539
0.85290	0.17690	ENSMUSG00000100937	ENSG00000185115
0.78870	0.17410	ENSMUSG00000026981	ENSG00000136689
0.96890	0.01690	ENSMUSG00000034799	ENSG00000130477
1.00500	0.03540	ENSMUSG00000025510	ENSG00000177697
0.92520	0.07020	ENSMUSG00000066621	ENSG00000205356
0.61180	0.30370	ENSMUSG00000086277	ENSG00000180999
0.38110	0.02270	ENSMUSG00000004558	ENSG00000165795
0.58140	0.46720	ENSMUSG00000015314	ENSG00000162739
0.78550	0.04680	ENSMUSG00000063229	ENSG00000134333
0.64680	0.05050	ENSMUSG00000019312	ENSG00000141738
0.57200	0.08080	ENSMUSG00000026249	ENSG00000135919
0.51690	0.04720	ENSMUSG00000040380	ENSG00000139899
0.61400	0.09770	ENSMUSG00000028207	ENSG00000198363
0.47630	0.02560	ENSMUSG00000031101	ENSG00000122122
0.72320	0.03880	ENSMUSG00000067261	ENSG00000187140
0.44360	0.07610	ENSMUSG00000026436	ENSG00000158711
1.29270	0.11700	ENSMUSG00000036587	ENSG00000180549
0.58080	0.06990	ENSMUSG00000032295	ENSG00000140400
0.44420	0.13640	ENSMUSG00000057265	ENSG00000119636
1.22580	0.17810	ENSMUSG00000045684	ENSG00000204003
0.80960	0.15580	ENSMUSG00000057191	ENSG00000214212
0.46140	0.03100	ENSMUSG00000028447	ENSG00000137100
0.42650	0.06710	ENSMUSG00000003810	ENSG00000086015
0.39600	0.03680	ENSMUSG00000034158	ENSG00000163428
0.48830	0.18020	ENSMUSG00000018809	ENSG00000186532
0.65130	0.34780	ENSMUSG00000029248	ENSG00000249693
0.82470	0.01740	ENSMUSG00000020409	ENSG00000164609
0.69380	0.17750	ENSMUSG00000021366	ENSG00000095951
0.93750	0.15870	ENSMUSG00000046854	ENSG00000167103
0.64710	0.04890	ENSMUSG00000035199	ENSG00000144746
0.55430	0.01830	ENSMUSG00000033854	ENSG00000100433
0.68750	0.51960	ENSMUSG00000083012	ENSG00000178397
2.76040	0.53110	ENSMUSG00000067919	ENSG00000189190
2.26970	0.51460	ENSMUSG00000062518	ENSG00000189190
2.57100	0.55050	ENSMUSG00000066009	ENSG00000189190
1.81580	0.62360	ENSMUSG00000067931	ENSG00000189190
3.45400	0.52760	ENSMUSG00000096433	ENSG00000189190
1.51730	0.55160	ENSMUSG00000062743	ENSG00000189190
1.92260	0.55100	ENSMUSG00000058186	ENSG00000189190
1.66040	0.57180	ENSMUSG00000057409	ENSG00000189190
1.69960	0.54240	ENSMUSG00000067928	ENSG00000189190
1.47940	0.63730	ENSMUSG00000023882	ENSG00000189190
2.28790	0.54900	ENSMUSG00000086147	ENSG00000189190
1.69310	0.56960	ENSMUSG00000061544	ENSG00000189190
2.14570	0.60250	ENSMUSG00000002617	ENSG00000189190
1.47320	0.63200	ENSMUSG00000051341	ENSG00000189190
2.46130	0.54540	ENSMUSG00000078498	ENSG00000189190
1.78640	0.54270	ENSMUSG00000059142	ENSG00000189190
0.27070	0.00000	ENSMUSG00000058600	ENSG00000156482
1.08490	0.03160	ENSMUSG00000024965	ENSG00000149781
0.57280	0.07770	ENSMUSG00000031657	ENSG00000155393
0.31890	0.08760	ENSMUSG00000021481	ENSG00000113761
0.59890	0.00280	ENSMUSG00000020328	ENSG00000170584
0.79660	0.06190	ENSMUSG00000031897	ENSG00000205220
0.85920	0.01380	ENSMUSG00000050397	ENSG00000183770
1.16150	0.10220	ENSMUSG00000000290	ENSG00000160255
1.21680	0.31270	ENSMUSG00000000157	ENSG00000160255
0.98340	0.21440	ENSMUSG00000020020	ENSG00000136014
0.45690	0.03820	ENSMUSG00000041959	ENSG00000197747
0.49170	0.05470	ENSMUSG00000031364	ENSG00000126010
0.36710	0.00300	ENSMUSG00000030061	ENSG00000144744
1.03160	0.07880	ENSMUSG00000034919	ENSG00000006555
1.19780	0.09870	ENSMUSG00000062210	ENSG00000145779
0.59910	0.08890	ENSMUSG00000037490	ENSG00000146411
0.53990	0.07010	ENSMUSG00000002147	ENSG00000166888
0.77810	0.04080	ENSMUSG00000070509	ENSG00000182175
0.25910	0.01290	ENSMUSG00000024425	ENSG00000131507
0.85130	0.10240	ENSMUSG00000041130	ENSG00000167962
0.50230	0.03670	ENSMUSG00000027202	ENSG00000074803
0.58730	0.13330	ENSMUSG00000027225	ENSG00000140274
0.71860	0.15460	ENSMUSG00000047617	ENSG00000148362
0.37980	0.03840	ENSMUSG00000031490	ENSG00000187840
0.41230	0.03210	ENSMUSG00000042185	ENSG00000170322
0.56380	0.09610	ENSMUSG00000022307	ENSG00000164830
0.43570	0.07810	ENSMUSG00000045934	ENSG00000014914
0.86570	0.00520	ENSMUSG00000021537	ENSG00000153140
0.39710	0.01100	ENSMUSG00000028882	ENSG00000117751
0.53710	0.12100	ENSMUSG00000029186	ENSG00000038210
0.44240	0.05460	ENSMUSG00000025270	ENSG00000158578
0.69760	0.08990	ENSMUSG00000022945	ENSG00000159259
0.42120	0.02620	ENSMUSG00000047539	ENSG00000143756
0.51910	0.03340	ENSMUSG00000015829	ENSG00000116147
0.30050	0.08880	ENSMUSG00000011114	ENSG00000154144
1.78540	0.32070	ENSMUSG00000045275	ENSG00000157578
0.64430	0.06380	ENSMUSG00000004902	ENSG00000182902
0.83470	0.02640	ENSMUSG00000024835	ENSG00000172725
0.24060	0.00480	ENSMUSG00000028580	ENSG00000134644
1.88650	0.17080	ENSMUSG00000045236	ENSG00000204572
1.78320	0.18060	ENSMUSG00000054759	ENSG00000204572
0.64980	0.42800	ENSMUSG00000018920	ENSG00000161921
0.53950	0.15140	ENSMUSG00000039354	ENSG00000138375
1.29040	0.13340	ENSMUSG00000015094	ENSG00000107281
0.57730	0.07540	ENSMUSG00000019874	ENSG00000164434
0.37370	0.04810	ENSMUSG00000039461	ENSG00000145022
0.62040	0.07580	ENSMUSG00000019987	ENSG00000118520
1.05290	0.20640	ENSMUSG00000029442	ENSG00000158023
0.40880	0.06450	ENSMUSG00000047731	ENSG00000166272
0.45670	0.00550	ENSMUSG00000029992	ENSG00000198380
0.89330	0.16960	ENSMUSG00000044863	ENSG00000180424
0.78350	0.11140	ENSMUSG00000014633	ENSG00000103121
0.63300	0.00070	ENSMUSG00000015656	ENSG00000109971
0.42220	0.10540	ENSMUSG00000032611	ENSG00000188315
0.45770	0.05400	ENSMUSG00000046785	ENSG00000178567
0.39440	0.08900	ENSMUSG00000019978	ENSG00000079819
0.83290	0.04100	ENSMUSG00000033033	ENSG00000138172
0.38310	0.16590	ENSMUSG00000069769	ENSG00000153944
0.37000	0.11300	ENSMUSG00000034235	ENSG00000166348
0.31170	0.00000	ENSMUSG00000090553	ENSG00000182004
0.49780	0.03150	ENSMUSG00000038312	ENSG00000088298
0.46480	0.07010	ENSMUSG00000018750	ENSG00000174282
0.61680	0.09260	ENSMUSG00000000295	ENSG00000111906
0.68910	0.05080	ENSMUSG00000005836	ENSG00000141448
0.51290	0.02000	ENSMUSG00000029763	ENSG00000131558
0.46860	0.01760	ENSMUSG00000036323	ENSG00000174780
0.39730	0.13700	ENSMUSG00000071262	ENSG00000100207
0.36350	0.03790	ENSMUSG00000041852	ENSG00000100207
0.73760	0.10820	ENSMUSG00000030335	ENSG00000111639
0.40740	0.10890	ENSMUSG00000092607	ENSG00000163156
0.38090	0.02380	ENSMUSG00000025332	ENSG00000126012
0.43650	0.03810	ENSMUSG00000031402	ENSG00000130830
0.55780	0.01990	ENSMUSG00000028804	ENSG00000121904
0.36570	0.01250	ENSMUSG00000035851	ENSG00000083896
0.93760	0.07000	ENSMUSG00000026679	ENSG00000151023
0.75630	0.13590	ENSMUSG00000035551	ENSG00000137142
0.57780	0.08020	ENSMUSG00000059149	ENSG00000174514
1.35560	0.09010	ENSMUSG00000021967	ENSG00000173141
0.59060	0.05750	ENSMUSG00000037542	ENSG00000118514
0.93960	0.09950	ENSMUSG00000048281	ENSG00000186047
0.81390	0.11870	ENSMUSG00000040883	ENSG00000105518
0.47140	0.06260	ENSMUSG00000035629	ENSG00000145016
2.46430	0.08220	ENSMUSG00000078440	ENSG00000129932
0.55460	0.28870	ENSMUSG00000037053	ENSG00000160862
0.68450	0.04770	ENSMUSG00000042426	ENSG00000067248
1.01480	0.17710	ENSMUSG00000024365	ENSG00000231852
2.35120	0.02320	ENSMUSG00000019471	ENSG00000105401
0.28920	0.04490	ENSMUSG00000025571	ENSG00000078687
0.71550	0.05370	ENSMUSG00000030862	ENSG00000121898
0.63050	0.22850	ENSMUSG00000023918	ENSG00000153294
0.49220	0.11600	ENSMUSG00000028140	ENSG00000143436
0.51400	0.04420	ENSMUSG00000034997	ENSG00000102468
0.76560	0.09960	ENSMUSG00000025170	ENSG00000172476
0.61630	0.04280	ENSMUSG00000042439	ENSG00000074657
0.54710	0.12530	ENSMUSG00000022195	ENSG00000082213
0.80930	0.12230	ENSMUSG00000053004	ENSG00000196639
0.62630	0.06520	ENSMUSG00000040675	ENSG00000120254
0.51380	0.03960	ENSMUSG00000052593	ENSG00000151694
1.47210	0.90750	ENSMUSG00000051839	ENSG00000170180
0.98860	0.16630	ENSMUSG00000028539	ENSG00000117407
0.80320	0.36170	ENSMUSG00000050930	ENSG00000212916
0.63590	0.15390	ENSMUSG00000029269	ENSG00000173597
0.35450	0.08700	ENSMUSG00000007591	ENSG00000139908
0.34000	0.01220	ENSMUSG00000034557	ENSG00000157077
0.62570	0.09730	ENSMUSG00000040462	ENSG00000135506
0.66590	0.15750	ENSMUSG00000032900	ENSG00000196900
0.66420	0.13870	ENSMUSG00000021135	ENSG00000100652
0.64830	0.10040	ENSMUSG00000038507	ENSG00000059378
0.72090	0.02270	ENSMUSG00000005103	ENSG00000071127
0.56920	0.17760	ENSMUSG00000090173	ENSG00000171931
0.95780	0.11820	ENSMUSG00000024186	ENSG00000076344
0.56720	0.03560	ENSMUSG00000001034	ENSG00000166484
0.77120	0.22110	ENSMUSG00000076671	ENSG00000211965
0.53990	0.26160	ENSMUSG00000094174	ENSG00000211965
0.69610	0.22760	ENSMUSG00000096407	ENSG00000211965
0.59960	0.02110	ENSMUSG00000037610	ENSG00000197584
0.49760	0.15860	ENSMUSG00000064068	ENSG00000173171
1.03220	0.05620	ENSMUSG00000036040	ENSG00000197859
0.56890	0.10040	ENSMUSG00000092164	ENSG00000111404
0.38270	0.10960	ENSMUSG00000057058	ENSG00000141293
0.67260	0.04050	ENSMUSG00000005198	ENSG00000181222
0.72650	0.12790	ENSMUSG00000030518	ENSG00000104059
0.46600	0.00700	ENSMUSG00000036989	ENSG00000110171
0.90050	0.00650	ENSMUSG00000045994	ENSG00000109956
0.75290	0.15560	ENSMUSG00000033318	ENSG00000099984
0.48060	0.10040	ENSMUSG00000066440	ENSG00000072121
0.63260	0.12900	ENSMUSG00000089876	ENSG00000181284
0.48690	0.06080	ENSMUSG00000035235	ENSG00000204977
0.51540	0.15680	ENSMUSG00000052305	ENSG00000223609
0.49490	0.15670	ENSMUSG00000073940	ENSG00000223609
0.72800	0.00320	ENSMUSG00000003269	ENSG00000105443
0.46860	0.09590	ENSMUSG00000031138	ENSG00000101981
0.28900	0.00360	ENSMUSG00000020719	ENSG00000108654
0.88330	0.11850	ENSMUSG00000039206	ENSG00000164535
0.85620	0.19250	ENSMUSG00000027518	ENSG00000124237
0.61750	0.32970	ENSMUSG00000022455	ENSG00000183066
0.41720	0.01850	ENSMUSG00000015968	ENSG00000157388
0.54120	0.12630	ENSMUSG00000038525	ENSG00000170632
0.44210	0.05300	ENSMUSG00000050148	ENSG00000188021
63.69340	0.63430	ENSMUSG00000028251	ENSG00000215845
0.66130	0.09570	ENSMUSG00000028668	ENSG00000011007
1.23920	0.14350	ENSMUSG00000035640	ENSG00000099625
0.34640	0.04000	ENSMUSG00000020326	ENSG00000113328
0.48230	0.04530	ENSMUSG00000030759	ENSG00000197601
0.69620	0.11970	ENSMUSG00000031532	ENSG00000133872
0.65140	0.16920	ENSMUSG00000026580	ENSG00000174175
0.61770	0.10720	ENSMUSG00000026614	ENSG00000196660
0.46820	0.06600	ENSMUSG00000025266	ENSG00000130119
0.54520	0.03100	ENSMUSG00000026950	ENSG00000183091
0.45410	0.30630	ENSMUSG00000021791	ENSG00000133665
0.36890	0.01190	ENSMUSG00000025103	ENSG00000064726
0.96430	0.01420	ENSMUSG00000027796	ENSG00000120693
1.15360	0.10940	ENSMUSG00000037936	ENSG00000073060
0.33750	0.00190	ENSMUSG00000022285	ENSG00000164924
0.42450	0.01470	ENSMUSG00000061079	ENSG00000166478
0.78120	0.26070	ENSMUSG00000021594	ENSG00000145545
0.95050	0.07500	ENSMUSG00000021773	ENSG00000165644
0.23090	0.01100	ENSMUSG00000025104	ENSG00000166503
0.75640	0.11390	ENSMUSG00000032330	ENSG00000112695
0.56040	0.07220	ENSMUSG00000025037	ENSG00000189221
0.86770	0.11980	ENSMUSG00000045394	ENSG00000119888
0.50690	0.01200	ENSMUSG00000039016	ENSG00000150779
0.37890	0.15160	ENSMUSG00000015597	ENSG00000171467
0.64090	0.22520	ENSMUSG00000004612	ENSG00000105374
0.38890	0.05650	ENSMUSG00000056671	ENSG00000186314
1.05120	0.07970	ENSMUSG00000049409	ENSG00000169618
0.73290	0.07790	ENSMUSG00000036751	ENSG00000126267
0.37400	0.01990	ENSMUSG00000019803	ENSG00000112333
0.68820	0.12700	ENSMUSG00000028386	ENSG00000119457
0.56620	0.12000	ENSMUSG00000021759	ENSG00000067113
0.69110	0.03630	ENSMUSG00000030835	ENSG00000185164
0.37150	0.03140	ENSMUSG00000055024	ENSG00000100393
0.53790	0.05350	ENSMUSG00000032473	ENSG00000066405
0.60670	0.05300	ENSMUSG00000020990	ENSG00000100490
1.19760	0.10170	ENSMUSG00000026343	ENSG00000183840
0.56330	0.09600	ENSMUSG00000019715	ENSG00000119392
0.60220	0.36790	ENSMUSG00000061607	ENSG00000137337
0.62520	0.08990	ENSMUSG00000035237	ENSG00000213398
0.54720	0.12650	ENSMUSG00000075592	ENSG00000205978
1.25020	0.07030	ENSMUSG00000026630	ENSG00000123685
0.92320	0.10940	ENSMUSG00000045471	ENSG00000161610
0.41350	0.03700	ENSMUSG00000089762	ENSG00000188483
0.57750	0.05440	ENSMUSG00000041360	ENSG00000080608
0.65420	0.17060	ENSMUSG00000054757	ENSG00000198610
0.63090	0.22720	ENSMUSG00000021211	ENSG00000198610
0.76470	0.15230	ENSMUSG00000021210	ENSG00000198610
0.67080	0.18630	ENSMUSG00000025955	ENSG00000198610
0.70080	0.17900	ENSMUSG00000021207	ENSG00000198610
0.64870	0.23660	ENSMUSG00000021213	ENSG00000198610
0.76770	0.20350	ENSMUSG00000071551	ENSG00000198610
0.63660	0.20790	ENSMUSG00000033715	ENSG00000198610
0.54530	0.19140	ENSMUSG00000021214	ENSG00000198610
0.49700	0.04200	ENSMUSG00000028042	ENSG00000160685
0.70200	0.08550	ENSMUSG00000038633	ENSG00000143753
0.62030	0.17470	ENSMUSG00000038768	ENSG00000143753
0.61090	0.01640	ENSMUSG00000052684	ENSG00000177606
0.49840	0.19060	ENSMUSG00000050108	ENSG00000184459
0.39220	0.00650	ENSMUSG00000047187	ENSG00000104388
0.99570	0.13590	ENSMUSG00000004099	ENSG00000130816
0.93910	0.00980	ENSMUSG00000028709	ENSG00000142961
0.75610	0.01920	ENSMUSG00000031935	ENSG00000042429
0.42360	0.04250	ENSMUSG00000037533	ENSG00000158987
0.73620	0.13650	ENSMUSG00000079184	ENSG00000196199
0.65410	0.22600	ENSMUSG00000041165	ENSG00000181323
0.52290	0.20300	ENSMUSG00000032494	ENSG00000241186
0.51290	0.01980	ENSMUSG00000024501	ENSG00000113657
0.54330	0.11790	ENSMUSG00000078185	ENSG00000203668
0.37130	0.07190	ENSMUSG00000005882	ENSG00000101019
0.96220	0.00220	ENSMUSG00000000826	ENSG00000101152
0.64640	0.03070	ENSMUSG00000048960	ENSG00000046889
0.74170	0.36510	ENSMUSG00000071068	ENSG00000112195
0.40650	0.04030	ENSMUSG00000055296	ENSG00000106771
0.71710	0.31010	ENSMUSG00000044150	ENSG00000173681
0.41000	0.00480	ENSMUSG00000007050	ENSG00000204392
0.32900	0.03640	ENSMUSG00000015714	ENSG00000143418
0.60030	0.18440	ENSMUSG00000027387	ENSG00000144161
0.49850	0.18510	ENSMUSG00000086564	ENSG00000134256
0.71130	0.04310	ENSMUSG00000025140	ENSG00000183010
0.98840	0.06050	ENSMUSG00000029644	ENSG00000139515
0.63230	0.01150	ENSMUSG00000018923	ENSG00000161920
0.38710	0.09280	ENSMUSG00000094935	ENSG00000163155
0.38710	0.09280	ENSMUSG00000053769	ENSG00000163155
0.36740	0.01830	ENSMUSG00000030126	ENSG00000172765
0.37330	0.00980	ENSMUSG00000009575	ENSG00000094916
0.59840	0.07300	ENSMUSG00000029163	ENSG00000138080
0.84390	0.08000	ENSMUSG00000022041	ENSG00000120903
0.53930	0.00720	ENSMUSG00000034931	ENSG00000067596
0.68300	0.01410	ENSMUSG00000002210	ENSG00000105771
0.50250	0.05100	ENSMUSG00000021798	ENSG00000122367
0.48500	0.01350	ENSMUSG00000047414	ENSG00000185070
0.63420	0.08350	ENSMUSG00000008384	ENSG00000197019
0.57290	0.14570	ENSMUSG00000031924	ENSG00000103018
0.69230	0.26090	ENSMUSG00000002308	ENSG00000167775
0.64020	0.16380	ENSMUSG00000032584	ENSG00000164078
0.84700	0.23470	ENSMUSG00000043110	ENSG00000125872
0.41450	0.02140	ENSMUSG00000028385	ENSG00000148158
0.62620	0.05520	ENSMUSG00000027500	ENSG00000104435
0.37890	0.01120	ENSMUSG00000055725	ENSG00000163291
0.49250	0.02650	ENSMUSG00000032504	ENSG00000170248
0.45510	0.02190	ENSMUSG00000020810	ENSG00000161544
0.31040	0.02310	ENSMUSG00000029647	ENSG00000152520
0.60890	0.03460	ENSMUSG00000026698	ENSG00000135845
1.01740	0.15340	ENSMUSG00000024790	ENSG00000168061
0.78200	0.07470	ENSMUSG00000036446	ENSG00000139329
0.35940	0.00350	ENSMUSG00000070366	ENSG00000203805
1.10530	0.20500	ENSMUSG00000033880	ENSG00000108679
0.50590	0.12950	ENSMUSG00000017707	ENSG00000132824
0.89820	0.01280	ENSMUSG00000036402	ENSG00000172380
0.79370	0.01580	ENSMUSG00000032946	ENSG00000068831
1.06610	0.03140	ENSMUSG00000079259	ENSG00000206557
0.37990	0.04390	ENSMUSG00000024661	ENSG00000167996
1.33970	0.01940	ENSMUSG00000029111	ENSG00000185049
0.72660	0.07300	ENSMUSG00000047030	ENSG00000158480
0.42490	0.08640	ENSMUSG00000069135	ENSG00000213066
0.77050	0.46110	ENSMUSG00000040483	ENSG00000132530
0.67720	0.03450	ENSMUSG00000030844	ENSG00000148908
0.59910	0.06080	ENSMUSG00000042705	ENSG00000145781
0.72760	0.21540	ENSMUSG00000016024	ENSG00000129988
0.53220	0.03160	ENSMUSG00000005447	ENSG00000079462
0.78930	0.02500	ENSMUSG00000022272	ENSG00000145555
0.63410	0.10620	ENSMUSG00000032532	ENSG00000187094
0.63450	0.34360	ENSMUSG00000073991	ENSG00000176571
0.60250	0.11610	ENSMUSG00000028756	ENSG00000158828
0.52610	0.07860	ENSMUSG00000035575	ENSG00000108651
0.35490	0.17080	ENSMUSG00000023505	ENSG00000111665
0.93950	0.42690	ENSMUSG00000042063	ENSG00000188171
0.97070	0.12540	ENSMUSG00000024510	ENSG00000181867
0.93090	0.01530	ENSMUSG00000036636	ENSG00000103249
0.51020	0.14170	ENSMUSG00000021072	ENSG00000139921
0.30520	0.01080	ENSMUSG00000030602	ENSG00000179134
0.79350	0.13710	ENSMUSG00000033106	ENSG00000103061
0.75590	0.17140	ENSMUSG00000074619	ENSG00000165775
0.42660	0.03820	ENSMUSG00000031198	ENSG00000165775
0.67110	0.02790	ENSMUSG00000043411	ENSG00000090686
0.36870	0.04410	ENSMUSG00000049122	ENSG00000172159
0.54390	0.09970	ENSMUSG00000020264	ENSG00000186335
0.36880	0.02980	ENSMUSG00000051674	ENSG00000109184
0.67910	0.16010	ENSMUSG00000039620	ENSG00000250305
0.61930	0.03790	ENSMUSG00000021670	ENSG00000113161
0.42450	0.08080	ENSMUSG00000049858	ENSG00000139531
0.43420	0.06730	ENSMUSG00000034786	ENSG00000213654
1.84960	0.07310	ENSMUSG00000026928	ENSG00000187796
0.45150	0.11150	ENSMUSG00000028830	ENSG00000142687
0.73600	0.38980	ENSMUSG00000023367	ENSG00000002933
1.09470	0.92030	ENSMUSG00000100667	ENSG00000139351
1.32690	0.84190	ENSMUSG00000099792	ENSG00000139351
1.09470	0.92030	ENSMUSG00000095011	ENSG00000139351
1.23160	0.82020	ENSMUSG00000100972	ENSG00000139351
1.09470	0.92030	ENSMUSG00000094181	ENSG00000139351
1.30130	0.82380	ENSMUSG00000101766	ENSG00000139351
0.98500	0.96560	ENSMUSG00000101396	ENSG00000139351
1.23250	0.82230	ENSMUSG00000101158	ENSG00000139351
1.21690	0.83930	ENSMUSG00000099925	ENSG00000139351
1.24830	0.81940	ENSMUSG00000096016	ENSG00000139351
1.23250	0.82230	ENSMUSG00000101933	ENSG00000139351
1.23250	0.82230	ENSMUSG00000099541	ENSG00000139351
1.33010	0.81740	ENSMUSG00000100939	ENSG00000139351
1.23250	0.82230	ENSMUSG00000100902	ENSG00000139351
1.23250	0.82230	ENSMUSG00000099531	ENSG00000139351
1.09470	0.92030	ENSMUSG00000095141	ENSG00000139351
1.23250	0.82230	ENSMUSG00000096650	ENSG00000139351
1.21540	0.80870	ENSMUSG00000094647	ENSG00000139351
1.30130	0.82380	ENSMUSG00000100856	ENSG00000139351
1.10890	0.78060	ENSMUSG00000094170	ENSG00000139351
0.77860	0.68470	ENSMUSG00000031125	ENSG00000139351
1.38410	0.81960	ENSMUSG00000101399	ENSG00000139351
1.03100	0.94430	ENSMUSG00000094789	ENSG00000139351
1.23250	0.82230	ENSMUSG00000101155	ENSG00000139351
1.30130	0.82380	ENSMUSG00000100535	ENSG00000139351
1.01180	0.91650	ENSMUSG00000101243	ENSG00000139351
0.90300	0.68840	ENSMUSG00000096178	ENSG00000139351
1.23250	0.82230	ENSMUSG00000101146	ENSG00000139351
1.09470	0.92030	ENSMUSG00000094782	ENSG00000139351
1.24330	0.81850	ENSMUSG00000095135	ENSG00000139351
1.30130	0.82380	ENSMUSG00000102122	ENSG00000139351
1.40880	0.83230	ENSMUSG00000093895	ENSG00000139351
1.15790	0.87860	ENSMUSG00000100608	ENSG00000139351
1.18580	0.65370	ENSMUSG00000054727	ENSG00000139351
1.09470	0.92030	ENSMUSG00000095263	ENSG00000139351
0.66000	0.72190	ENSMUSG00000073177	ENSG00000139351
1.36550	0.85400	ENSMUSG00000102045	ENSG00000139351
1.23250	0.82230	ENSMUSG00000099856	ENSG00000139351
1.23160	0.82020	ENSMUSG00000100032	ENSG00000139351
1.11350	0.72620	ENSMUSG00000100231	ENSG00000139351
1.24830	0.81940	ENSMUSG00000096902	ENSG00000139351
1.24830	0.81940	ENSMUSG00000095979	ENSG00000139351
1.23160	0.82020	ENSMUSG00000100726	ENSG00000139351
1.30130	0.82380	ENSMUSG00000100485	ENSG00000139351
1.33010	0.81740	ENSMUSG00000100645	ENSG00000139351
0.89360	0.89690	ENSMUSG00000094869	ENSG00000139351
1.23250	0.82230	ENSMUSG00000094570	ENSG00000139351
1.23100	0.81030	ENSMUSG00000095606	ENSG00000139351
1.03100	0.94430	ENSMUSG00000100467	ENSG00000139351
1.09470	0.92030	ENSMUSG00000101653	ENSG00000139351
1.21760	0.83330	ENSMUSG00000099894	ENSG00000139351
1.23250	0.82230	ENSMUSG00000094746	ENSG00000139351
1.21690	0.83930	ENSMUSG00000101528	ENSG00000139351
1.20070	0.83350	ENSMUSG00000095153	ENSG00000139351
1.23250	0.82230	ENSMUSG00000100045	ENSG00000139351
1.23160	0.82020	ENSMUSG00000100708	ENSG00000139351
1.11350	0.91250	ENSMUSG00000101471	ENSG00000139351
1.23250	0.82230	ENSMUSG00000094399	ENSG00000139351
1.23250	0.82230	ENSMUSG00000101157	ENSG00000139351
1.21760	0.83330	ENSMUSG00000100240	ENSG00000139351
1.24830	0.81940	ENSMUSG00000094821	ENSG00000139351
1.23100	0.81030	ENSMUSG00000093993	ENSG00000139351
1.19260	0.84190	ENSMUSG00000101915	ENSG00000139351
1.23250	0.82230	ENSMUSG00000101286	ENSG00000139351
1.10970	0.83130	ENSMUSG00000094616	ENSG00000139351
0.74550	0.72570	ENSMUSG00000054626	ENSG00000139351
1.09470	0.92030	ENSMUSG00000096626	ENSG00000139351
1.36910	0.84360	ENSMUSG00000101928	ENSG00000139351
1.32690	0.84190	ENSMUSG00000095578	ENSG00000139351
1.23250	0.82230	ENSMUSG00000099782	ENSG00000139351
1.23250	0.82230	ENSMUSG00000100055	ENSG00000139351
0.28290	0.17180	ENSMUSG00000020059	ENSG00000139351
1.23250	0.82230	ENSMUSG00000095793	ENSG00000139351
1.35630	0.83050	ENSMUSG00000099840	ENSG00000139351
1.21690	0.83930	ENSMUSG00000099740	ENSG00000139351
1.19390	0.82370	ENSMUSG00000096769	ENSG00000139351
1.23250	0.82230	ENSMUSG00000100892	ENSG00000139351
0.45210	0.08740	ENSMUSG00000078128	ENSG00000109475
0.37890	0.00420	ENSMUSG00000062006	ENSG00000109475
0.93640	0.06800	ENSMUSG00000034255	ENSG00000159314
0.62670	0.04460	ENSMUSG00000045306	ENSG00000176299
1.49950	0.04960	ENSMUSG00000044641	ENSG00000124171
0.67240	0.02150	ENSMUSG00000090996	ENSG00000254806
0.58080	0.16610	ENSMUSG00000018372	ENSG00000258890
0.57700	0.09820	ENSMUSG00000022793	ENSG00000121578
0.66740	0.33850	ENSMUSG00000064140	ENSG00000112343
0.73870	0.20510	ENSMUSG00000021189	ENSG00000123594
0.72380	0.28150	ENSMUSG00000062524	ENSG00000189430
0.53430	0.10660	ENSMUSG00000015652	ENSG00000164647
0.39100	0.01480	ENSMUSG00000034154	ENSG00000128908
0.54230	0.21000	ENSMUSG00000040586	ENSG00000046651
0.52160	0.07370	ENSMUSG00000018861	ENSG00000161513
0.79350	0.08960	ENSMUSG00000042129	ENSG00000107551
0.62250	0.02410	ENSMUSG00000034390	ENSG00000153815
0.58190	0.08980	ENSMUSG00000038712	ENSG00000143409
0.68210	0.40550	ENSMUSG00000073888	ENSG00000213927
0.45110	0.29660	ENSMUSG00000073877	ENSG00000213927
0.45110	0.29660	ENSMUSG00000096826	ENSG00000213927
0.66530	0.40720	ENSMUSG00000095247	ENSG00000213927
0.63070	0.39110	ENSMUSG00000093828	ENSG00000213927
0.34740	0.02080	ENSMUSG00000035923	ENSG00000111046
0.63880	0.15820	ENSMUSG00000030208	ENSG00000134531
0.80210	0.24050	ENSMUSG00000030050	ENSG00000169605
0.51160	0.09980	ENSMUSG00000030757	ENSG00000155592
0.38060	0.06310	ENSMUSG00000040998	ENSG00000168743
0.34360	0.00000	ENSMUSG00000000948	ENSG00000128739
0.56140	0.01010	ENSMUSG00000032185	ENSG00000142453
